id,src,dst,label,time
556,72,27,0,990536520
557,72,27,0,991380840
558,72,27,0,991380840
559,72,27,5,991380840
560,72,27,0,991380840
561,72,27,0,991712880
562,72,27,0,991712880
563,72,27,0,991712880
564,72,27,10,991712880
565,72,27,9,993726933
566,72,27,5,995313687
567,72,27,0,1003774833
568,72,27,25,1003774833
569,72,27,0,1003774833
570,72,27,16,1004434279
571,72,27,16,1005764728
572,72,27,0,1005764728
573,72,27,9,1006176251
574,72,27,9,1006189254
575,72,27,0,1006199014
576,72,27,9,1006199014
577,72,27,0,1006201588
578,72,27,-1,1006201588
579,72,27,0,1006893496
580,72,27,9,1006893496
581,72,27,0,1006893496
582,72,27,9,1006893496
583,72,27,0,1008864217
584,72,27,9,1008864217
585,72,27,16,1009449505
586,72,27,0,1009449505
587,117,27,16,1008088810
588,117,27,0,1008088810
589,117,27,16,1009457208
590,117,27,0,1009457208
591,117,27,16,1009469603
592,117,27,0,1009469603
593,117,27,16,1009493492
594,117,27,16,1010007458
595,117,27,16,1010157447
596,117,27,16,1010494120
597,117,27,16,1010508404
598,117,27,16,1010527172
599,117,27,16,1010787413
600,117,27,16,1011052266
601,117,27,16,1011224210
602,117,27,16,1011311691
603,117,27,16,1011397217
604,117,27,11,1011739522
605,117,27,0,1012393653
606,117,27,11,1012393653
607,117,27,11,1012490177
608,117,27,0,1012490177
609,117,27,11,1012909788
610,117,27,0,1012909788
611,117,27,0,1012939216
612,117,27,11,1012939216
613,117,27,0,1012939216
614,23,27,16,1010425482
615,61,27,9,989920140
616,61,27,0,989920140
617,61,27,0,989956140
618,97,27,0,1003166152
619,97,27,16,1003166152
620,97,27,9,1005043764
621,97,27,0,1005043764
622,97,27,9,1005043764
623,97,27,0,1005043764
624,97,27,9,1005055392
625,97,27,0,1005055438
626,97,27,0,1005055438
627,97,27,5,1005055438
628,97,27,11,1005072206
629,97,27,0,1005072206
630,97,27,9,1005741820
631,97,27,0,1005741820
632,97,27,9,1005741820
633,97,27,0,1005741820
634,97,27,9,1008369316
635,97,27,16,1008941766
636,97,27,16,1009724348
637,97,27,0,1009724348
638,97,27,0,1009724348
639,97,27,0,1009724348
640,97,27,16,1009834385
641,97,27,0,1009835046
642,97,27,16,1009835046
643,97,27,0,1009835046
644,97,27,16,1009835046
645,97,27,11,1010431740
646,97,27,16,1010498286
647,97,27,16,1010498321
648,97,27,16,1012950963
649,97,27,0,1012950963
650,8,27,4,992725676
651,8,27,5,992949150
652,8,27,5,992949150
653,8,27,4,1001420154
654,122,27,9,998486465
655,122,27,9,998486465
656,122,27,9,1004533681
657,122,27,9,1004533681
658,122,27,16,1006875719
659,122,27,0,1006875719
660,122,27,16,1006875719
661,122,27,0,1006875719
662,122,27,0,1009450246
663,122,27,0,1009450246
664,122,27,9,1009450246
665,122,27,16,1012842990
666,122,27,11,1012851415
667,26,27,9,994939082
668,26,27,9,994957570
669,26,27,9,994957570
670,26,27,19,994958308
671,26,27,20,995378548
672,26,27,9,995462327
673,26,27,9,995462327
674,26,27,9,997296094
675,26,27,9,997821413
676,26,27,9,1001355295
677,26,27,9,1002025198
678,26,27,0,1002025198
679,26,27,5,1002216142
680,26,27,9,1003349645
681,26,27,0,1003349645
682,26,27,0,1003349645
683,26,27,0,1003349645
684,26,27,0,1003763485
685,26,27,9,1003763485
686,26,27,0,1003763485
687,26,27,0,1005575661
688,26,27,12,1005575661
689,26,27,12,1005575661
690,26,27,9,1005653994
691,26,27,18,1005844147
692,26,27,16,1012339176
693,57,27,0,1006290892
694,25,27,9,999268247
695,25,27,8,999699745
696,25,27,0,1008086124
697,25,27,9,1008086124
698,25,27,0,1008086124
699,25,27,9,1008086124
700,25,27,0,1008163564
701,25,27,16,1008163564
702,25,27,9,1008589867
703,25,27,0,1008589867
704,25,27,9,1008589867
705,25,27,0,1008589867
706,25,27,16,1009972087
707,25,27,16,1010143002
708,25,27,16,1010143002
709,25,27,16,1010496602
710,25,27,0,1012390875
711,25,27,11,1012390875
712,25,27,16,1012393563
713,25,27,0,1012423227
714,25,27,16,1012423227
715,25,27,0,1012423227
716,25,27,16,1012423227
717,25,27,16,1012477450
718,25,27,0,1012477450
719,25,27,16,1012477450
720,25,27,0,1012477450
721,25,27,16,1012478801
722,25,27,16,1012478801
723,25,27,16,1012573996
724,25,27,16,1012593914
725,25,27,16,1012593914
726,25,27,16,1012946446
727,25,27,0,1012946446
728,84,50,0,912414120
729,84,50,-1,912414120
730,84,50,0,912414120
731,84,50,-1,912414120
732,84,50,-1,914316240
733,84,50,0,914316240
734,84,50,-1,914316240
735,84,50,0,914316240
736,84,50,-1,915434460
737,84,50,0,915434460
738,84,50,0,916227660
739,84,50,-1,916227660
740,84,50,-1,922382100
741,84,50,0,922382100
742,84,50,-1,922382100
743,84,50,0,922382100
744,84,50,-1,923924400
745,84,50,0,923924400
746,84,50,0,932632080
747,84,50,-1,932632080
748,84,50,0,933241740
749,84,50,-1,933241740
750,84,50,0,933259260
751,84,50,-1,933259260
752,84,50,-1,933319200
753,84,50,0,933319200
754,84,50,0,933592800
755,84,50,-1,933592800
756,84,50,0,934533600
757,84,50,-1,934533600
758,84,50,-1,937309620
759,84,50,0,937309620
760,84,50,-1,938502300
761,84,50,0,938502300
762,84,50,-1,938502300
763,84,50,0,938502300
764,84,50,-1,939813900
765,84,50,0,939813900
766,84,50,0,940681800
767,84,50,-1,940681800
768,84,50,0,940946160
769,84,50,-1,940946160
770,84,50,0,941023800
771,84,50,-1,941023800
772,84,50,0,941796840
773,84,50,-1,941796840
774,84,50,-1,942907200
775,84,50,0,942907200
776,84,50,0,942934020
777,84,50,-1,942934020
778,84,50,0,942934020
779,84,50,-1,942934020
780,84,50,-1,943019100
781,84,50,0,943019100
782,84,50,-1,943019100
783,84,50,0,943019100
784,84,50,-1,943870800
785,84,50,0,943870800
786,84,50,0,945150720
787,84,50,-1,945150720
788,84,50,0,945150720
789,84,50,-1,945150720
790,84,50,-1,945150780
791,84,50,0,945150780
792,84,50,-1,945150780
793,84,50,0,945150780
794,84,50,-1,945787860
795,84,50,0,945787860
796,84,50,-1,945867600
797,84,50,0,945867600
798,84,50,-1,945872460
799,84,50,0,945872460
800,84,50,0,949068540
801,84,50,-1,949068540
802,84,50,0,950273400
803,84,50,-1,950273400
804,84,50,0,950273400
805,84,50,-1,950273400
806,84,50,-1,950276460
807,84,50,0,950276460
808,84,50,-1,950276460
809,84,50,0,950276460
810,84,50,-1,953106360
811,84,50,0,953106360
812,84,50,-1,953106360
813,84,50,0,953106360
814,84,50,0,959235360
815,84,50,-1,959235360
816,84,50,0,959235360
817,84,50,-1,959235360
818,84,50,0,959701620
819,84,50,-1,959701620
820,84,50,0,959701620
821,84,50,-1,959701620
822,84,50,-1,964522440
823,84,50,0,964522440
824,84,50,0,968913480
825,84,50,-1,968913480
826,84,50,0,968913480
827,84,50,-1,968913480
828,84,50,0,969445920
829,84,50,-1,969445920
830,84,50,-1,971763540
831,84,50,0,971763540
832,84,50,-1,971763540
833,84,50,0,971763540
834,84,50,-1,973855500
835,84,50,0,973855500
836,84,50,3,976170480
837,84,50,0,976170480
838,84,50,0,981369780
839,84,50,11,981369780
840,84,50,9,989428380
841,84,50,0,989428380
842,84,50,9,989492760
843,84,50,0,989492760
844,84,50,9,989492760
845,84,50,0,989492760
846,83,50,-1,915015420
847,83,50,0,915015420
848,83,50,0,926442600
849,83,50,-1,926442600
850,83,50,0,937917720
851,83,50,-1,937917720
852,83,50,-1,939105780
853,83,50,0,939105780
854,83,50,-1,947244000
855,83,50,0,947244000
856,83,50,-1,950610600
857,83,50,0,950610600
858,83,50,-1,951477240
859,83,50,0,951477240
860,83,50,-1,951477240
861,83,50,0,951477240
862,83,50,-1,952333860
863,83,50,0,952333860
864,83,50,0,959336460
865,83,50,-1,959336460
866,83,50,0,960961680
867,83,50,-1,960961680
868,83,50,-1,962346240
869,83,50,0,962346240
870,83,50,-1,963580620
871,83,50,0,963580620
872,83,50,-1,966002760
873,83,50,0,966002760
874,83,50,-1,966334440
875,83,50,0,966334440
876,83,50,-1,966334440
877,83,50,0,966334440
878,83,50,0,967447500
879,83,50,-1,967447500
880,83,50,0,967447500
881,83,50,0,967447500
882,83,50,-1,967819200
883,83,50,0,967819200
884,83,50,-1,969352980
885,83,50,0,969352980
886,83,50,0,969352980
887,83,50,0,969352980
888,83,50,0,969352980
889,83,50,0,969352980
890,83,50,0,969352980
891,83,50,0,969965580
892,83,50,-1,969965580
893,83,50,0,972028560
894,83,50,0,972028560
895,83,50,-1,972028560
896,83,50,0,972028560
897,83,50,0,972454860
898,83,50,-1,972454860
899,83,50,32,972457980
900,83,50,0,972457980
901,83,50,0,972457980
902,83,50,0,972457980
903,83,50,0,972473400
904,83,50,0,972473400
905,83,50,-1,972473400
906,83,50,0,972473400
907,83,50,0,974795700
908,83,50,-1,974795700
909,83,50,24,974884320
910,83,50,0,974884320
911,83,50,0,974888220
912,83,50,24,974888220
913,83,50,0,976629180
914,83,50,-1,976629180
915,83,50,9,977154960
916,83,50,0,977154960
917,83,50,7,978440640
918,83,50,0,978440640
919,83,50,0,978440640
920,83,50,0,985695000
921,83,50,0,985695000
922,83,50,0,985695000
923,83,50,21,985695000
924,83,50,0,986988000
925,83,50,0,986988000
926,83,50,9,986988000
927,83,50,0,986988000
928,83,50,0,987069840
929,83,50,0,987069840
930,83,50,0,987069840
931,83,50,0,987069840
932,83,50,4,987069840
933,83,50,0,987069840
934,83,50,0,989823780
935,83,50,5,989823780
936,83,50,0,989823780
937,83,50,0,989823780
938,83,50,20,991403220
939,83,50,0,991403220
940,83,50,20,991403220
941,83,50,0,991403220
942,83,50,9,991773960
943,83,50,0,991918200
944,83,50,0,991918200
945,83,50,9,991918200
946,83,50,9,991918200
947,83,50,0,991918200
948,83,50,0,991918200
949,83,50,9,991918200
950,83,50,9,991918200
951,83,50,9,992294220
952,27,50,-1,925797840
953,27,50,0,925797840
954,27,50,0,927543600
955,27,50,-1,927543600
956,27,50,0,933847260
957,27,50,-1,933847260
958,27,50,0,933847260
959,27,50,-1,933847260
960,27,50,0,935070240
961,27,50,-1,935070240
962,27,50,-1,938418420
963,27,50,0,938418420
964,27,50,-1,938418420
965,27,50,0,938418420
966,27,50,-1,938693700
967,27,50,0,938693700
968,27,50,0,939630900
969,27,50,-1,939630900
970,27,50,0,941697900
971,27,50,-1,941697900
972,27,50,-1,942569160
973,27,50,0,942569160
974,27,50,-1,943858140
975,27,50,0,943858140
976,27,50,-1,944027400
977,27,50,0,944027400
978,27,50,-1,945151080
979,27,50,0,945151080
980,27,50,-1,948095760
981,27,50,0,948095760
982,27,50,0,948807300
983,27,50,-1,948807300
984,27,50,-1,951204300
985,27,50,0,951204300
986,27,50,0,951723540
987,27,50,-1,951723540
988,27,50,-1,951731220
989,27,50,0,951731220
990,27,50,-1,953718540
991,27,50,0,953718540
992,27,50,0,957168780
993,27,50,-1,957168780
994,27,50,-1,965889480
995,27,50,0,965889480
996,27,50,0,967615500
997,27,50,-1,967615500
998,27,50,0,967615500
999,27,50,-1,967615500
1000,27,50,32,971187540
1001,27,50,0,971187540
1002,27,50,32,971187540
1003,27,50,0,971187540
1004,27,50,9,986740080
1005,27,50,0,986740080
1006,27,50,0,987507360
1007,27,50,0,987507360
1008,27,50,0,987507360
1009,27,50,5,987507360
1010,27,50,0,987507360
1011,27,50,5,987507360
1012,27,50,2,989234880
1013,27,50,0,989234880
1014,27,50,0,989831040
1015,27,50,0,989831040
1016,27,50,0,989831040
1017,27,50,0,989831040
1018,27,50,9,989867040
1019,27,50,9,989867040
1020,16,50,-1,926430240
1021,16,50,-1,926430240
1022,16,50,-1,936009960
1023,16,50,0,936009960
1024,16,50,0,936161760
1025,16,50,-1,936161760
1026,16,50,0,936161760
1027,16,50,-1,936161760
1028,16,50,0,964162200
1029,16,50,-1,964162200
1030,16,50,-1,971187480
1031,16,50,0,971187480
1032,16,50,-1,971187480
1033,16,50,0,971187480
1034,16,50,0,971261460
1035,16,50,0,971261460
1036,16,50,-1,971261460
1037,16,50,0,971261460
1038,16,50,0,971261460
1039,16,50,0,971261460
1040,16,50,-1,971261460
1041,16,50,0,971261460
1042,16,50,0,971273460
1043,16,50,0,971273460
1044,16,50,0,971273460
1045,16,50,0,971273460
1046,16,50,0,971273460
1047,16,50,-1,971273460
1048,16,50,0,971421840
1049,16,50,-1,971421840
1050,16,50,0,971421840
1051,16,50,-1,971421840
1052,16,50,0,971426100
1053,16,50,-1,971426100
1054,16,50,0,971426100
1055,16,50,-1,971426100
1056,16,50,0,971438940
1057,16,50,-1,971438940
1058,16,50,0,971438940
1059,16,50,-1,971438940
1060,16,50,0,972054900
1061,16,50,-1,972054900
1062,16,50,0,972902100
1063,16,50,-1,972902100
1064,16,50,0,972902100
1065,16,50,-1,972902100
1066,16,50,0,972974820
1067,16,50,32,972974820
1068,16,50,-1,973077720
1069,16,50,0,973077720
1070,16,50,0,973077720
1071,16,50,-1,973077720
1072,16,50,0,973077720
1073,16,50,0,973077720
1074,16,50,3,974372520
1075,16,50,0,974372520
1076,16,50,7,974811420
1077,16,50,0,974811420
1078,16,50,7,974811420
1079,16,50,0,974811420
1080,16,50,0,976101840
1081,16,50,0,976101840
1082,16,50,0,976101840
1083,16,50,0,976101840
1084,16,50,24,976101840
1085,16,50,0,976101840
1086,16,50,0,976101840
1087,16,50,0,976101840
1088,16,50,0,976101840
1089,16,50,24,976101840
1090,16,50,0,976171920
1091,16,50,3,976171920
1092,16,50,0,976171920
1093,16,50,3,976171920
1094,16,50,0,976603440
1095,16,50,9,976603440
1096,16,50,0,976603440
1097,16,50,0,976603440
1098,16,50,0,976603440
1099,16,50,9,976603440
1100,16,50,0,976603440
1101,16,50,0,976603440
1102,16,50,3,976885740
1103,16,50,0,976885740
1104,16,50,0,977383860
1105,16,50,5,977383860
1106,16,50,1,977407020
1107,16,50,0,977407020
1108,16,50,1,977407020
1109,16,50,0,977407020
1110,16,50,9,979824240
1111,16,50,0,979824240
1112,16,50,9,979824240
1113,16,50,0,979824240
1114,16,50,0,980767800
1115,16,50,5,980767800
1116,16,50,0,980767800
1117,16,50,5,980767800
1118,16,50,0,981620220
1119,16,50,9,981620220
1120,16,50,9,982658640
1121,16,50,0,982658640
1122,16,50,9,982658640
